descendant_id,ancestor_id,relation,descendant_project_id,ancestor_project_id,descendant_author,ancestor_author,descendant_created_month,ancestor_created_month,lag_months
Chun121/Qwen3-4B-RPG-Roleplay-V2,unsloth/Qwen3-4B-Base,adapter,hf_model_Chun121__Qwen3-4B-RPG-Roleplay-V2,hf_model_unsloth__Qwen3-4B-Base,Chun121,unsloth,202507,202504,3
mlx-community/Qwen2.5-7B-Instruct-4bit,Qwen/Qwen2.5-7B,finetune,hf_model_mlx-community__Qwen2.5-7B-Instruct-4bit,hf_model_Qwen__Qwen2.5-7B,mlx-community,Qwen,202409,202409,0
lmstudio-community/Devstral-Small-2505-MLX-4bit,mistralai/Devstral-Small-2505,generic,hf_model_lmstudio-community__Devstral-Small-2505-MLX-4bit,hf_model_mistralai__Devstral-Small-2505,lmstudio-community,mistralai,202505,202505,0
strangerguardhf/nsfw-image-detection,google/siglip2-base-patch16-224,finetune,hf_model_strangerguardhf__nsfw-image-detection,hf_model_google__siglip2-base-patch16-224,strangerguardhf,google,202505,202502,3
browser-use/bu-30b-a3b-preview,Qwen/Qwen3-VL-30B-A3B-Instruct,finetune,hf_model_browser-use__bu-30b-a3b-preview,hf_model_Qwen__Qwen3-VL-30B-A3B-Instruct,browser-use,Qwen,202512,202509,3
HKUSTAudio/Llasa-1B,meta-llama/Llama-3.2-1B-Instruct,finetune,hf_model_HKUSTAudio__Llasa-1B,hf_model_meta-llama__Llama-3.2-1B-Instruct,HKUSTAudio,meta-llama,202501,202409,4
Qwen/Qwen2.5-Coder-32B-Instruct-GPTQ-Int4,Qwen/Qwen2.5-Coder-32B-Instruct,quantized,hf_model_Qwen__Qwen2.5-Coder-32B-Instruct-GPTQ-Int4,hf_model_Qwen__Qwen2.5-Coder-32B-Instruct,Qwen,Qwen,202411,202411,0
openai/gpt-oss-safeguard-120b,openai/gpt-oss-120b,finetune,hf_model_openai__gpt-oss-safeguard-120b,hf_model_openai__gpt-oss-120b,openai,openai,202509,202508,1
mlx-community/gemma-3n-E4B-it-lm-4bit,google/gemma-3n-E4B-it,quantized,hf_model_mlx-community__gemma-3n-E4B-it-lm-4bit,hf_model_google__gemma-3n-E4B-it,mlx-community,google,202506,202506,0
RedHatAI/Llama-3.2-1B-Instruct-quantized.w8a8,meta-llama/Llama-3.2-1B-Instruct,quantized,hf_model_RedHatAI__Llama-3.2-1B-Instruct-quantized.w8a8,hf_model_meta-llama__Llama-3.2-1B-Instruct,RedHatAI,meta-llama,202409,202409,0
allenai/Llama-3.1-Tulu-3-8B-SFT,meta-llama/Llama-3.1-8B,finetune,hf_model_allenai__Llama-3.1-Tulu-3-8B-SFT,hf_model_meta-llama__Llama-3.1-8B,allenai,meta-llama,202411,202407,4
tiantiaf/voxlect-mandarin-cantonese-dialect-mms-lid-256,facebook/mms-lid-256,finetune,hf_model_tiantiaf__voxlect-mandarin-cantonese-dialect-mms-lid-256,hf_model_facebook__mms-lid-256,tiantiaf,facebook,202507,202306,25
lmstudio-community/rnj-1-instruct-GGUF,EssentialAI/rnj-1-instruct,quantized,hf_model_lmstudio-community__rnj-1-instruct-GGUF,hf_model_EssentialAI__rnj-1-instruct,lmstudio-community,EssentialAI,202512,202512,0
NeuML/bioclinical-modernbert-base-embeddings,thomas-sounack/BioClinical-ModernBERT-base,finetune,hf_model_NeuML__bioclinical-modernbert-base-embeddings,hf_model_thomas-sounack__BioClinical-ModernBERT-base,NeuML,thomas-sounack,202506,202505,1
unsloth/Ministral-3-8B-Instruct-2512-GGUF,mistralai/Ministral-3-8B-Instruct-2512,quantized,hf_model_unsloth__Ministral-3-8B-Instruct-2512-GGUF,hf_model_mistralai__Ministral-3-8B-Instruct-2512,unsloth,mistralai,202512,202510,2
Xenova/clip-vit-base-patch16,openai/clip-vit-base-patch16,quantized,hf_model_Xenova__clip-vit-base-patch16,hf_model_openai__clip-vit-base-patch16,Xenova,openai,202305,202203,14
Styxxxx/llama2_7b_lora-snli,meta-llama/Llama-2-7b-hf,adapter,hf_model_Styxxxx__llama2_7b_lora-snli,hf_model_meta-llama__Llama-2-7b-hf,Styxxxx,meta-llama,202411,202307,16
unsloth/Llama-3.1-8B-bnb-4bit,meta-llama/Llama-3.1-8B,quantized,hf_model_unsloth__Llama-3.1-8B-bnb-4bit,hf_model_meta-llama__Llama-3.1-8B,unsloth,meta-llama,202502,202407,7
Disty0/Z-Image-Turbo-SDNQ-uint4-svd-r32,Tongyi-MAI/Z-Image-Turbo,quantized,hf_model_Disty0__Z-Image-Turbo-SDNQ-uint4-svd-r32,hf_space_Tongyi-MAI__Z-Image-Turbo,Disty0,Tongyi-MAI,202511,202511,0
unsloth/Llama-3.2-3B-bnb-4bit,meta-llama/Llama-3.2-3B,quantized,hf_model_unsloth__Llama-3.2-3B-bnb-4bit,hf_model_meta-llama__Llama-3.2-3B,unsloth,meta-llama,202409,202409,0
jacktol/whisper-large-v3-finetuned-for-ATC,openai/whisper-large-v3,finetune,hf_model_jacktol__whisper-large-v3-finetuned-for-ATC,hf_model_openai__whisper-large-v3,jacktol,openai,202508,202311,21
BCCard/Qwen3-30B-A3B-FP8-Dynamic,Qwen/Qwen3-30B-A3B,quantized,hf_model_BCCard__Qwen3-30B-A3B-FP8-Dynamic,hf_model_Qwen__Qwen3-30B-A3B,BCCard,Qwen,202505,202504,1
ggml-org/SmolVLM2-256M-Video-Instruct-GGUF,HuggingFaceTB/SmolVLM2-256M-Video-Instruct,quantized,hf_model_ggml-org__SmolVLM2-256M-Video-Instruct-GGUF,hf_model_HuggingFaceTB__SmolVLM2-256M-Video-Instruct,ggml-org,HuggingFaceTB,202504,202502,2
unsloth/Qwen3-14B,Qwen/Qwen3-14B,finetune,hf_model_unsloth__Qwen3-14B,hf_model_Qwen__Qwen3-14B,unsloth,Qwen,202504,202504,0
fdtn-ai/Foundation-Sec-1.1-8B-Instruct,fdtn-ai/Foundation-Sec-8B,finetune,hf_model_fdtn-ai__Foundation-Sec-1.1-8B-Instruct,hf_model_fdtn-ai__Foundation-Sec-8B,fdtn-ai,fdtn-ai,202511,202504,7
hf-audio/xcodec-hubert-general,ZhenYe234/hubert_base_general_audio,finetune,hf_model_hf-audio__xcodec-hubert-general,hf_model_ZhenYe234__hubert_base_general_audio,hf-audio,ZhenYe234,202508,202408,12
cybermotaz/nemotron3-nano-nvfp4-w4a16,nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16,quantized,hf_model_cybermotaz__nemotron3-nano-nvfp4-w4a16,hf_model_nvidia__NVIDIA-Nemotron-3-Nano-30B-A3B-BF16,cybermotaz,nvidia,202512,202512,0
unsloth/phi-4-unsloth-bnb-4bit,microsoft/phi-4,quantized,hf_model_unsloth__phi-4-unsloth-bnb-4bit,hf_model_microsoft__phi-4,unsloth,microsoft,202501,202412,1
contextboxai/Qwen3-1.7B-FC,Qwen/Qwen3-1.7B,finetune,hf_model_contextboxai__Qwen3-1.7B-FC,hf_model_Qwen__Qwen3-1.7B,contextboxai,Qwen,202512,202504,8
SeyedAli/Musical-genres-Classification-Hubert-V1,ntu-spml/distilhubert,finetune,hf_model_SeyedAli__Musical-genres-Classification-Hubert-V1,hf_model_ntu-spml__distilhubert,SeyedAli,ntu-spml,202309,202203,18
unsloth/Qwen2.5-VL-7B-Instruct-bnb-4bit,Qwen/Qwen2.5-VL-7B-Instruct,quantized,hf_model_unsloth__Qwen2.5-VL-7B-Instruct-bnb-4bit,hf_model_Qwen__Qwen2.5-VL-7B-Instruct,unsloth,Qwen,202501,202501,0
RedHatAI/Llama-3.3-70B-Instruct-FP8-block,meta-llama/Llama-3.3-70B-Instruct,finetune,hf_model_RedHatAI__Llama-3.3-70B-Instruct-FP8-block,hf_model_meta-llama__Llama-3.3-70B-Instruct,RedHatAI,meta-llama,202510,202411,11
Xenova/bge-large-en-v1.5,BAAI/bge-large-en-v1.5,quantized,hf_model_Xenova__bge-large-en-v1.5,hf_model_BAAI__bge-large-en-v1.5,Xenova,BAAI,202309,202309,0
ab-ai/pii_model,google-bert/bert-base-cased,finetune,hf_model_ab-ai__pii_model,hf_model_google-bert__bert-base-cased,ab-ai,google-bert,202403,202203,24
OpenGVLab/InternVL3_5-2B-HF,OpenGVLab/InternVL3_5-4B-MPO,finetune,hf_model_OpenGVLab__InternVL3_5-2B-HF,hf_model_OpenGVLab__InternVL3_5-4B-MPO,OpenGVLab,OpenGVLab,202508,202508,0
unsloth/Qwen2.5-VL-7B-Instruct,Qwen/Qwen2.5-VL-7B-Instruct,finetune,hf_model_unsloth__Qwen2.5-VL-7B-Instruct,hf_model_Qwen__Qwen2.5-VL-7B-Instruct,unsloth,Qwen,202501,202501,0
Styxxxx/llama2_7b_lora-rte,meta-llama/Llama-2-7b-hf,adapter,hf_model_Styxxxx__llama2_7b_lora-rte,hf_model_meta-llama__Llama-2-7b-hf,Styxxxx,meta-llama,202411,202307,16
Styxxxx/llama2_7b_lora-e2e_nlg,meta-llama/Llama-2-7b-hf,adapter,hf_model_Styxxxx__llama2_7b_lora-e2e_nlg,hf_model_meta-llama__Llama-2-7b-hf,Styxxxx,meta-llama,202411,202307,16
speakleash/Bielik-11B-v2.3-Instruct,speakleash/Bielik-11B-v2.2-Instruct,merge,hf_model_speakleash__Bielik-11B-v2.3-Instruct,hf_model_speakleash__Bielik-11B-v2.2-Instruct,speakleash,speakleash,202408,202408,0
Xenova/dinov2-small,facebook/dinov2-small,quantized,hf_model_Xenova__dinov2-small,hf_model_facebook__dinov2-small,Xenova,facebook,202312,202307,5
second-state/stable-diffusion-3.5-large-GGUF,stabilityai/stable-diffusion-3.5-large,quantized,hf_model_second-state__stable-diffusion-3.5-large-GGUF,hf_space_stabilityai__stable-diffusion-3.5-large,second-state,stabilityai,202411,202410,1
lmstudio-community/gemma-3-1B-it-qat-GGUF,google/gemma-3-1b-it,quantized,hf_model_lmstudio-community__gemma-3-1B-it-qat-GGUF,hf_model_google__gemma-3-1b-it,lmstudio-community,google,202504,202503,1
lmstudio-community/MiniMax-M2-MLX-8bit,MiniMaxAI/MiniMax-M2,quantized,hf_model_lmstudio-community__MiniMax-M2-MLX-8bit,hf_model_MiniMaxAI__MiniMax-M2,lmstudio-community,MiniMaxAI,202510,202510,0
lilylilith/AnyPose,Qwen/Qwen-Image-Edit-2511,adapter,hf_model_lilylilith__AnyPose,hf_space_Qwen__Qwen-Image-Edit-2511,lilylilith,Qwen,202512,202512,0
neuphonic/neutts-air-q4-gguf,neuphonic/neutts-air,quantized,hf_model_neuphonic__neutts-air-q4-gguf,hf_space_neuphonic__neutts-air,neuphonic,neuphonic,202509,202510,-1
bartowski/TheDrummer_Magidonia-24B-v4.3-GGUF,TheDrummer/Magidonia-24B-v4.3,quantized,hf_model_bartowski__TheDrummer_Magidonia-24B-v4.3-GGUF,hf_model_TheDrummer__Magidonia-24B-v4.3,bartowski,TheDrummer,202512,202511,1
Styxxxx/llama2_7b_lora-wmt16_translate_ruen,meta-llama/Llama-2-7b-hf,adapter,hf_model_Styxxxx__llama2_7b_lora-wmt16_translate_ruen,hf_model_meta-llama__Llama-2-7b-hf,Styxxxx,meta-llama,202411,202307,16
nvidia/Llama-3.1-Nemotron-70B-Instruct-HF,meta-llama/Llama-3.1-70B-Instruct,finetune,hf_model_nvidia__Llama-3.1-Nemotron-70B-Instruct-HF,hf_model_meta-llama__Llama-3.1-70B-Instruct,nvidia,meta-llama,202410,202407,3
LocalDoc/private_ner_azerbaijani_v2,FacebookAI/xlm-roberta-base,finetune,hf_model_LocalDoc__private_ner_azerbaijani_v2,hf_model_FacebookAI__xlm-roberta-base,LocalDoc,FacebookAI,202504,202203,37
Tengyunw/GLM-4.7-NVFP4,zai-org/GLM-4.7,quantized,hf_model_Tengyunw__GLM-4.7-NVFP4,hf_model_zai-org__GLM-4.7,Tengyunw,zai-org,202512,202512,0
lmstudio-community/Qwen2.5-7B-Instruct-GGUF,Qwen/Qwen2.5-7B-Instruct,quantized,hf_model_lmstudio-community__Qwen2.5-7B-Instruct-GGUF,hf_model_Qwen__Qwen2.5-7B-Instruct,lmstudio-community,Qwen,202409,202409,0
haoranxu/ALMA-13B-R,haoranxu/ALMA-13B-Pretrain,finetune,hf_model_haoranxu__ALMA-13B-R,hf_model_haoranxu__ALMA-13B-Pretrain,haoranxu,haoranxu,202401,202309,4
mradermacher/magnum-v4-12b-GGUF,anthracite-org/magnum-v4-12b,quantized,hf_model_mradermacher__magnum-v4-12b-GGUF,hf_model_anthracite-org__magnum-v4-12b,mradermacher,anthracite-org,202410,202410,0
Xenova/nomic-embed-text-v1,nomic-ai/nomic-embed-text-v1,quantized,hf_model_Xenova__nomic-embed-text-v1,hf_model_nomic-ai__nomic-embed-text-v1,Xenova,nomic-ai,202402,202401,1
lmstudio-community/Qwen2.5-Coder-7B-Instruct-MLX-4bit,Qwen/Qwen2.5-Coder-7B-Instruct,quantized,hf_model_lmstudio-community__Qwen2.5-Coder-7B-Instruct-MLX-4bit,hf_model_Qwen__Qwen2.5-Coder-7B-Instruct,lmstudio-community,Qwen,202411,202409,2
artificialguybr/ColoringBookRedmond-V2,stabilityai/stable-diffusion-xl-base-1.0,adapter,hf_model_artificialguybr__ColoringBookRedmond-V2,hf_model_stabilityai__stable-diffusion-xl-base-1.0,artificialguybr,stabilityai,202310,202307,3
zhiqiulin/clip-flant5-xl,google/flan-t5-xl,finetune,hf_model_zhiqiulin__clip-flant5-xl,hf_model_google__flan-t5-xl,zhiqiulin,google,202312,202210,14
XXXXyu/Qwen3-1.7B-w2g64-gptq_v2,Qwen/Qwen3-1.7B,quantized,hf_model_XXXXyu__Qwen3-1.7B-w2g64-gptq_v2,hf_model_Qwen__Qwen3-1.7B,XXXXyu,Qwen,202510,202504,6
legraphista/glm-4-9b-chat-GGUF,zai-org/glm-4-9b-chat,quantized,hf_model_legraphista__glm-4-9b-chat-GGUF,hf_model_zai-org__glm-4-9b-chat,legraphista,zai-org,202406,202406,0
dx8152/Qwen-Image-Edit-2509-Light_restoration,Qwen/Qwen-Image-Edit-2509,adapter,hf_model_dx8152__Qwen-Image-Edit-2509-Light_restoration,hf_space_Qwen__Qwen-Image-Edit-2509,dx8152,Qwen,202511,202509,2
John6666/cyberillustrious-cyberrealistic-v40-sdxl,OnomaAIResearch/Illustrious-xl-early-release-v0,merge,hf_model_John6666__cyberillustrious-cyberrealistic-v40-sdxl,hf_model_OnomaAIResearch__Illustrious-xl-early-release-v0,John6666,OnomaAIResearch,202505,202409,8
syssec-utd/py310-pylingual-v1-statement,Salesforce/codet5-base,finetune,hf_model_syssec-utd__py310-pylingual-v1-statement,hf_model_Salesforce__codet5-base,syssec-utd,Salesforce,202502,202203,35
allenai/Olmo-3-7B-Think-DPO,allenai/Olmo-3-7B-Think-SFT,finetune,hf_model_allenai__Olmo-3-7B-Think-DPO,hf_model_allenai__Olmo-3-7B-Think-SFT,allenai,allenai,202511,202510,1
bartowski/microsoft_Phi-4-mini-instruct-GGUF,microsoft/Phi-4-mini-instruct,quantized,hf_model_bartowski__microsoft_Phi-4-mini-instruct-GGUF,hf_model_microsoft__Phi-4-mini-instruct,bartowski,microsoft,202502,202502,0
akashmaggon/vit-base-age-classification,google/vit-base-patch16-224-in21k,finetune,hf_model_akashmaggon__vit-base-age-classification,hf_model_google__vit-base-patch16-224-in21k,akashmaggon,google,202311,202203,20
lmstudio-community/Qwen3-4B-Instruct-2507-GGUF,Qwen/Qwen3-4B-Instruct-2507,quantized,hf_model_lmstudio-community__Qwen3-4B-Instruct-2507-GGUF,hf_model_Qwen__Qwen3-4B-Instruct-2507,lmstudio-community,Qwen,202508,202508,0
lmstudio-community/Qwen3-1.7B-GGUF,Qwen/Qwen3-1.7B,quantized,hf_model_lmstudio-community__Qwen3-1.7B-GGUF,hf_model_Qwen__Qwen3-1.7B,lmstudio-community,Qwen,202504,202504,0
bartowski/magnum-v4-12b-GGUF,anthracite-org/magnum-v4-12b,quantized,hf_model_bartowski__magnum-v4-12b-GGUF,hf_model_anthracite-org__magnum-v4-12b,bartowski,anthracite-org,202410,202410,0
bartowski/nvidia_Nemotron-3-Nano-30B-A3B-GGUF,nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16,quantized,hf_model_bartowski__nvidia_Nemotron-3-Nano-30B-A3B-GGUF,hf_model_nvidia__NVIDIA-Nemotron-3-Nano-30B-A3B-BF16,bartowski,nvidia,202512,202512,0
unsloth/Qwen3-VL-32B-Instruct-bnb-4bit,Qwen/Qwen3-VL-32B-Instruct,quantized,hf_model_unsloth__Qwen3-VL-32B-Instruct-bnb-4bit,hf_model_Qwen__Qwen3-VL-32B-Instruct,unsloth,Qwen,202510,202510,0
lmstudio-community/Meta-Llama-3-8B-Instruct-GGUF,meta-llama/Meta-Llama-3-8B-Instruct,quantized,hf_model_lmstudio-community__Meta-Llama-3-8B-Instruct-GGUF,hf_model_meta-llama__Meta-Llama-3-8B-Instruct,lmstudio-community,meta-llama,202404,202404,0
ByteDance-Seed/BAGEL-7B-MoT,Qwen/Qwen2.5-7B-Instruct,finetune,hf_model_ByteDance-Seed__BAGEL-7B-MoT,hf_model_Qwen__Qwen2.5-7B-Instruct,ByteDance-Seed,Qwen,202505,202409,8
llmware/protectai-prompt-injection-onnx,protectai/deberta-v3-base-prompt-injection-v2,quantized,hf_model_llmware__protectai-prompt-injection-onnx,hf_model_protectai__deberta-v3-base-prompt-injection-v2,llmware,protectai,202501,202404,9
AI-MO/Kimina-Prover-Distill-8B,Qwen/Qwen3-8B,finetune,hf_model_AI-MO__Kimina-Prover-Distill-8B,hf_model_Qwen__Qwen3-8B,AI-MO,Qwen,202507,202504,3
unsloth/Qwen3-Next-80B-A3B-Instruct-GGUF,Qwen/Qwen3-Next-80B-A3B-Instruct,quantized,hf_model_unsloth__Qwen3-Next-80B-A3B-Instruct-GGUF,hf_model_Qwen__Qwen3-Next-80B-A3B-Instruct,unsloth,Qwen,202511,202509,2
cyankiwi/Qwen3-Next-80B-A3B-Instruct-AWQ-4bit,Qwen/Qwen3-Next-80B-A3B-Instruct,quantized,hf_model_cyankiwi__Qwen3-Next-80B-A3B-Instruct-AWQ-4bit,hf_model_Qwen__Qwen3-Next-80B-A3B-Instruct,cyankiwi,Qwen,202509,202509,0
tiiuae/Falcon3-1B-Instruct,tiiuae/Falcon3-1B-Base,finetune,hf_model_tiiuae__Falcon3-1B-Instruct,hf_model_tiiuae__Falcon3-1B-Base,tiiuae,tiiuae,202412,202412,0
bartowski/DeepSeek-R1-Distill-Llama-8B-GGUF,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,quantized,hf_model_bartowski__DeepSeek-R1-Distill-Llama-8B-GGUF,hf_model_deepseek-ai__DeepSeek-R1-Distill-Llama-8B,bartowski,deepseek-ai,202501,202501,0
nunchaku-ai/nunchaku-z-image-turbo,Tongyi-MAI/Z-Image-Turbo,quantized,hf_model_nunchaku-ai__nunchaku-z-image-turbo,hf_space_Tongyi-MAI__Z-Image-Turbo,nunchaku-ai,Tongyi-MAI,202512,202511,1
unsloth/Llama-3.1-8B-unsloth-bnb-4bit,meta-llama/Llama-3.1-8B,quantized,hf_model_unsloth__Llama-3.1-8B-unsloth-bnb-4bit,hf_model_meta-llama__Llama-3.1-8B,unsloth,meta-llama,202502,202407,7
ggml-org/bge-m3-Q8_0-GGUF,BAAI/bge-m3,quantized,hf_model_ggml-org__bge-m3-Q8_0-GGUF,hf_model_BAAI__bge-m3,ggml-org,BAAI,202510,202401,21
lmstudio-community/MiniMax-M2-MLX-4bit,MiniMaxAI/MiniMax-M2,quantized,hf_model_lmstudio-community__MiniMax-M2-MLX-4bit,hf_model_MiniMaxAI__MiniMax-M2,lmstudio-community,MiniMaxAI,202510,202510,0
lmstudio-community/Phi-4-mini-reasoning-GGUF,microsoft/Phi-4-mini-reasoning,quantized,hf_model_lmstudio-community__Phi-4-mini-reasoning-GGUF,hf_model_microsoft__Phi-4-mini-reasoning,lmstudio-community,microsoft,202505,202504,1
bartowski/huihui-ai_Huihui-gpt-oss-20b-BF16-abliterated-GGUF,huihui-ai/Huihui-gpt-oss-20b-BF16-abliterated,quantized,hf_model_bartowski__huihui-ai_Huihui-gpt-oss-20b-BF16-abliterated-GGUF,hf_model_huihui-ai__Huihui-gpt-oss-20b-BF16-abliterated,bartowski,huihui-ai,202508,202508,0
freelawproject/modernbert-embed-base_finetune_8192,nomic-ai/modernbert-embed-base,finetune,hf_model_freelawproject__modernbert-embed-base_finetune_8192,hf_model_nomic-ai__modernbert-embed-base,freelawproject,nomic-ai,202503,202412,3
Xenova/distilgpt2,distilbert/distilgpt2,quantized,hf_model_Xenova__distilgpt2,hf_model_distilbert__distilgpt2,Xenova,distilbert,202305,202203,14
onnx-community/Qwen3-Embedding-0.6B-ONNX,Qwen/Qwen3-Embedding-0.6B,quantized,hf_model_onnx-community__Qwen3-Embedding-0.6B-ONNX,hf_model_Qwen__Qwen3-Embedding-0.6B,onnx-community,Qwen,202506,202506,0
NVFP4/Qwen3-Coder-30B-A3B-Instruct-FP4,Qwen/Qwen3-Coder-30B-A3B-Instruct,quantized,hf_model_NVFP4__Qwen3-Coder-30B-A3B-Instruct-FP4,hf_model_Qwen__Qwen3-Coder-30B-A3B-Instruct,NVFP4,Qwen,202508,202507,1
unsloth/Qwen2.5-7B-unsloth-bnb-4bit,Qwen/Qwen2.5-7B,quantized,hf_model_unsloth__Qwen2.5-7B-unsloth-bnb-4bit,hf_model_Qwen__Qwen2.5-7B,unsloth,Qwen,202502,202409,5
ivrit-ai/whisper-large-v3,openai/whisper-large-v3,finetune,hf_model_ivrit-ai__whisper-large-v3,hf_model_openai__whisper-large-v3,ivrit-ai,openai,202503,202311,16
Riksarkivet/trocr-base-handwritten-hist-swe-2,microsoft/trocr-base-handwritten,finetune,hf_model_Riksarkivet__trocr-base-handwritten-hist-swe-2,hf_model_microsoft__trocr-base-handwritten,Riksarkivet,microsoft,202408,202203,29
mlc-ai/Llama-3.2-3B-Instruct-q4f16_0-MLC,meta-llama/Llama-3.2-3B-Instruct,quantized,hf_model_mlc-ai__Llama-3.2-3B-Instruct-q4f16_0-MLC,hf_model_meta-llama__Llama-3.2-3B-Instruct,mlc-ai,meta-llama,202409,202409,0
black-forest-labs/FLUX.1-Krea-dev,black-forest-labs/FLUX.1-dev,finetune,hf_model_black-forest-labs__FLUX.1-Krea-dev,hf_model_black-forest-labs__FLUX.1-dev,black-forest-labs,black-forest-labs,202507,202407,12
bartowski/Qwen2.5-0.5B-Instruct-GGUF,Qwen/Qwen2.5-0.5B-Instruct,quantized,hf_model_bartowski__Qwen2.5-0.5B-Instruct-GGUF,hf_model_Qwen__Qwen2.5-0.5B-Instruct,bartowski,Qwen,202409,202409,0
lmstudio-community/MiniMax-M2-MLX-6bit,MiniMaxAI/MiniMax-M2,quantized,hf_model_lmstudio-community__MiniMax-M2-MLX-6bit,hf_model_MiniMaxAI__MiniMax-M2,lmstudio-community,MiniMaxAI,202510,202510,0
ai-sage/GigaChat3-10B-A1.8B,ai-sage/GigaChat3-10B-A1.8B-bf16,quantized,hf_model_ai-sage__GigaChat3-10B-A1.8B,hf_model_ai-sage__GigaChat3-10B-A1.8B-bf16,ai-sage,ai-sage,202511,202511,0
OrcaDB/gte-small,Supabase/gte-small,finetune,hf_model_OrcaDB__gte-small,hf_model_Supabase__gte-small,OrcaDB,Supabase,202506,202308,22
Orion-zhen/Qwen2.5-7B-Instruct-Uncensored,Qwen/Qwen2.5-7B-Instruct,finetune,hf_model_Orion-zhen__Qwen2.5-7B-Instruct-Uncensored,hf_model_Qwen__Qwen2.5-7B-Instruct,Orion-zhen,Qwen,202409,202409,0
karakuri-ai/karakuri-vl-32b-thinking-2507-exp,karakuri-ai/karakuri-vl-32b-instruct-2507,finetune,hf_model_karakuri-ai__karakuri-vl-32b-thinking-2507-exp,hf_model_karakuri-ai__karakuri-vl-32b-instruct-2507,karakuri-ai,karakuri-ai,202507,202507,0
Unbabel/Tower-Plus-9B,google/gemma-2-9b,finetune,hf_model_Unbabel__Tower-Plus-9B,hf_model_google__gemma-2-9b,Unbabel,google,202506,202406,12
openchat/openchat-3.6-8b-20240522,meta-llama/Meta-Llama-3-8B,finetune,hf_model_openchat__openchat-3.6-8b-20240522,hf_model_meta-llama__Meta-Llama-3-8B,openchat,meta-llama,202405,202404,1
bartowski/SmolLM2-135M-Instruct-GGUF,HuggingFaceTB/SmolLM2-135M-Instruct,quantized,hf_model_bartowski__SmolLM2-135M-Instruct-GGUF,hf_model_HuggingFaceTB__SmolLM2-135M-Instruct,bartowski,HuggingFaceTB,202410,202410,0
leafspark/Llama-3.2-11B-Vision-Instruct-GGUF,meta-llama/Llama-3.2-11B-Vision-Instruct,quantized,hf_model_leafspark__Llama-3.2-11B-Vision-Instruct-GGUF,hf_model_meta-llama__Llama-3.2-11B-Vision-Instruct,leafspark,meta-llama,202410,202409,1
thainq107/en-vi-mbart50,facebook/mbart-large-50-many-to-many-mmt,finetune,hf_model_thainq107__en-vi-mbart50,hf_model_facebook__mbart-large-50-many-to-many-mmt,thainq107,facebook,202502,202203,35
city96/stable-diffusion-3.5-large-gguf,stabilityai/stable-diffusion-3.5-large,quantized,hf_model_city96__stable-diffusion-3.5-large-gguf,hf_space_stabilityai__stable-diffusion-3.5-large,city96,stabilityai,202410,202410,0
OpenSciLM/OpenScholar_Reranker,BAAI/bge-reranker-large,finetune,hf_model_OpenSciLM__OpenScholar_Reranker,hf_model_BAAI__bge-reranker-large,OpenSciLM,BAAI,202411,202309,14
unsloth/Pixtral-12B-2409-bnb-4bit,mistralai/Pixtral-12B-2409,quantized,hf_model_unsloth__Pixtral-12B-2409-bnb-4bit,hf_model_mistralai__Pixtral-12B-2409,unsloth,mistralai,202411,202409,2
NousResearch/Hermes-4-70B-FP8,meta-llama/Llama-3.1-70B,quantized,hf_model_NousResearch__Hermes-4-70B-FP8,hf_model_meta-llama__Llama-3.1-70B,NousResearch,meta-llama,202508,202407,13
Styxxxx/llama2_7b_lora-wmt16_translate_tren,meta-llama/Llama-2-7b-hf,adapter,hf_model_Styxxxx__llama2_7b_lora-wmt16_translate_tren,hf_model_meta-llama__Llama-2-7b-hf,Styxxxx,meta-llama,202411,202307,16
nvidia/Llama-3.1-405B-Instruct-FP8,meta-llama/Llama-3.1-405B-Instruct,finetune,hf_model_nvidia__Llama-3.1-405B-Instruct-FP8,hf_model_meta-llama__Llama-3.1-405B-Instruct,nvidia,meta-llama,202408,202407,1
camenduru/dinov3-vitl16-pretrain-lvd1689m,facebook/dinov3-vit7b16-pretrain-lvd1689m,finetune,hf_model_camenduru__dinov3-vitl16-pretrain-lvd1689m,hf_model_facebook__dinov3-vit7b16-pretrain-lvd1689m,camenduru,facebook,202512,202508,4
TheBloke/WizardLM-7B-uncensored-GGUF,QuixiAI/WizardLM-7B-Uncensored,quantized,hf_model_TheBloke__WizardLM-7B-uncensored-GGUF,hf_model_QuixiAI__WizardLM-7B-Uncensored,TheBloke,QuixiAI,202309,202305,4
openbmb/EVisRAG-3B,Qwen/Qwen2.5-VL-3B-Instruct,finetune,hf_model_openbmb__EVisRAG-3B,hf_model_Qwen__Qwen2.5-VL-3B-Instruct,openbmb,Qwen,202510,202501,9
NousResearch/Hermes-2-Theta-Llama-3-8B,NousResearch/Hermes-2-Pro-Llama-3-8B,finetune,hf_model_NousResearch__Hermes-2-Theta-Llama-3-8B,hf_model_NousResearch__Hermes-2-Pro-Llama-3-8B,NousResearch,NousResearch,202405,202404,1
AllThingsIntel/Apollo-V0.1-4B-Thinking,Qwen/Qwen3-4B-Thinking-2507,quantized,hf_model_AllThingsIntel__Apollo-V0.1-4B-Thinking,hf_model_Qwen__Qwen3-4B-Thinking-2507,AllThingsIntel,Qwen,202510,202508,2
